symbol_number,name_in_hebrew,name_in_english,name_in_arabic,name_in_russian,Distance_From_Lebanon_Border,Distance_From_GazaStrip_Border,Distance_From_Syria_Border,Latitude,Longitude
3824,עמיחי ,AMMIHAY ,عميحاي,,110890.0,84210.0,91650,32.04593701096692,35.328157402720024
3825,מבואות יריחו ,MEVO'OT YERIHO ,مِڤوؤوت يريهو,,127290.0,90220.0,98550,inf,inf
3826,שער שומרון ,SHA'AR SHOMRON ,شاعر شمرون,,72140.0,106570.0,77630,inf,inf
4000,חיפה ,HAIFA ,حيفا,Хайфа,34410.0,141490.0,72400,32.79884812091532,34.98548127603744
4001,בוקעאתא ,BUQ'ATA ,بقعاثا,Буката,13170.0,215290.0,3540,33.20011818458935,35.78006948184447
4002,אלי-עד ,ELI AL ,إلي عاد,,40630.0,139100.0,57910,32.805428052017426,35.73557382249143
4003,אל-רום ,EL-ROM ,إيل روم,,41620.0,143850.0,41590,33.17897859107993,35.77157301626708
4004,כפר חרוב ,KEFAR HARUV ,كفار حَروڤ,,39250.0,170210.0,9340,32.76200009477773,35.663036080554576
4005,חספין ,HASPIN ,حِسپين,,38350.0,185090.0,4470,32.845453720871745,35.79347972171937
4006,קשת ,QESHET ,كيشِت,,30950.0,197400.0,5970,32.97758645566636,35.81003826782827
4007,יונתן ,YONATAN ,يونَتان,,32020.0,193090.0,7170,32.936575854304394,35.79380051896174
4008,מעלה גמלא ,MA'ALE GAMLA ,مَعلي چَملا,,27920.0,182360.0,15160,32.888148992923675,35.68427327508462
4009,שעל ,SHA'AL ,شاعَل,,16550.0,204400.0,9430,33.11488926980608,35.71877568363064
4010,אודם ,ODEM ,أودِم,,12200.0,213130.0,6430,33.1932110702425,35.749989696278874
4011,אבני איתן ,AVNE ETAN ,أڤني إيتان,Авне Этан,38370.0,181550.0,5030,32.82459539857607,35.766179251888516
4012,אניעם ,ANI'AM ,أنيعام,,26590.0,191510.0,12610,32.957919582121164,35.74050039101221
4013,אורטל ,ORTAL ,أورتال,,21330.0,203140.0,7260,33.08467058464793,35.76166613952754
4014,נטור ,NATUR ,نَتور,,34950.0,183320.0,8180,32.85419553922941,35.75137253859256
4015,בני יהודה ,BENE YEHUDA ,بني يِهودا,Бней Иегуда,36750.0,174770.0,8830,32.79823880691467,35.689510307864964
4017,אלוני הבשן ,ALLONE HABASHAN ,ألوني هبشان,,29840.0,204680.0,2000,33.0418982198183,35.83868092948181
4019,מיצר ,MEZAR ,مِتْسار,,41860.0,175170.0,3290,32.76866338006569,35.73707233907463
4021,גבעת יואב ,GIV'AT YO'AV ,چِڤعات يوآڤ,,36300.0,174350.0,9500,32.798536941547376,35.68154417624673
4022,גשור ,GESHUR ,چِشور,,36180.0,178090.0,8180,32.819529984436116,35.715659347214164
4024,קלע ,QELA ,كيلع,,90460.0,89190.0,89730,33.13234408031522,35.68667630040641
4025,קדמת צבי ,QIDMAT ZEVI ,كِدمات تْسڤي,,19210.0,195430.0,14780,33.027821281625826,35.69930606904603
4026,חד-נס ,HAD-NES ,حاد نيس,,80190.0,96850.0,88070,32.93409453130963,35.63711770616213
4028,כנף ,KANAF ,كَناف,,30430.0,181420.0,13170,32.871653938127835,35.70125215611408
4029,רמת טראמפ ,TRUMP HEIGHTS ,رَمات ترامپ,,218960.0,43710.0,200780,inf,inf
4035,נמרוד ,NIMROD ,نِمرود,,7550.0,217990.0,4000,inf,inf
4100,קצרין ,QAZRIN ,كَتْسرين,Кацрин,20220.0,191540.0,16920,32.988594784243325,35.69587917075043
4101,מרום גולן ,MEROM GOLAN ,مِروم چولان,,18720.0,209050.0,4050,33.132889170661194,35.77620791709587
4201,מג'דל שמס ,MAJDAL SHAMS ,مجدل شمس,Мадждаль-Шамс,6640.0,221050.0,1210,33.26629506226076,35.768387530157256
4203,מסעדה ,MAS'ADE ,مسعدة,,9150.0,216850.0,4910,33.23166608353398,35.755810279688156
4204,מבוא חמה ,MEVO HAMMA ,مِڤو حَما,,41660.0,167480.0,10040,32.73772310079302,35.655691839161186
4301,אפיק ,AFIQ ,أفيك,,39090.0,173920.0,6720,32.77847788866496,35.70281168157498
4303,"נווה אטי""ב ",NEWE ATIV ,نِڤي أتيڤ,,54210.0,148790.0,26250,33.261983785012816,35.741942828736995
4304,נוב ,NOV ,نوڤ,,38710.0,183450.0,4370,32.83252196502848,35.783269828445576
4501,ע'ג'ר ,GHAJAR ,غجر,,110.0,214180.0,14350,33.270506639583616,35.623094823739955
4502,עין קנייא ,EIN QINIYYE ,عين قنية,,7500.0,216140.0,6100,33.236542657765064,35.731460498516
4503,עין זיוון ,EN ZIWAN ,عين زيڤان,,22880.0,206820.0,3000,33.095498830809696,35.795020024851105
4551,נאות גולן ,NE'OT GOLAN ,نِؤوت چولان,,38100.0,173930.0,7760,32.786394844318764,35.692214447308324
4701,רמת מגשימים ,RAMAT MAGSHIMIM ,رَمات مَچْشيميم,,39390.0,185910.0,3210,32.844449069689595,35.80814433180326
4702,רמות ,RAMOT ,رَموت,,30710.0,177840.0,14030,32.85349217752829,35.64985275575426
5000,תל אביב - יפו ,TEL AVIV - YAFO ,تل أبيب – يافا,Тель-Авив Яффо,119960.0,56790.0,121310,32.08444928314137,34.79169335763907
6000,באקה אל-גרביה ,BAQA AL-GHARBIYYE ,باقة الغربية,Бака-Аль-Гарбия,75420.0,105620.0,74830,32.42007212940194,35.04121822111302
6100,בני ברק ,BENE BERAQ ,بني براك,Бней-Брак,114560.0,63420.0,113780,32.09011435532239,34.83589588447841
6200,בת ים ,BAT YAM ,بات يام,Бат-Ям,124090.0,52660.0,124970,32.01406585590371,34.74897195177465
6300,גבעתיים ,GIV'ATAYIM ,چِڤعتايم,Гиватаим,116840.0,60670.0,116760,32.070326846966594,34.81037774679215
6400,הרצליה ,HERZELIYYA ,هِرتسليا,Герцлия,105710.0,71570.0,107580,32.169839907762174,34.829502796858705
6500,חדרה ,HADERA ,حَدِرا,Хадера,74990.0,101660.0,85920,32.43877503286098,34.91210862923069
6600,חולון ,HOLON ,حولون,Холон,123590.0,53720.0,123220,32.01390775765325,34.782041403787446
6700,טבריה ,TIBERIAS ,تڤِريا,Тверия,32020.0,164270.0,22670,32.78658014230061,35.52503080579404
6800,קרית אתא ,QIRYAT ATTA ,كِريات آتا,Кирьят-Ата,32210.0,144780.0,64950,32.805793764913886,35.10501578436832
6900,כפר סבא ,KEFAR SAVA ,كفار سَڤا,Кфар-Сава,102940.0,76080.0,101560,32.1779883460723,34.92098616091556
7000,לוד ,LOD ,اللد,Лод,128380.0,54380.0,120560,31.951463574054383,34.89066558411913
7100,אשקלון ,ASHQELON ,أشكِلون,Ашкелон,165520.0,11350.0,163670,31.660169262373113,34.56893078499656
7200,נס ציונה ,NES ZIYYONA ,نيس تْسِيونا,Нес-Циона,132800.0,46570.0,128670,31.92289005085097,34.79500411140305
7300,נצרת ,NAZARETH ,الناصرة,Назарет,39790.0,144150.0,44140,32.70176211691887,35.292656104971
7400,נתניה ,NETANYA ,نِتنيا,Нетания,89590.0,87180.0,96030,32.305854341545114,34.85904101044037
7500,סח'נין ,SAKHNIN ,سخنين,Сахнин,22030.0,159940.0,45300,32.86522416397224,35.300850223071485
7600,עכו ,AKKO ,عكا,,18280.0,158130.0,66670,32.92266801520165,35.08548063254023
7700,עפולה ,AFULA ,عفولا,Афула,50240.0,134970.0,47200,32.61096396780774,35.28970817073917
7800,פרדס חנה-כרכור ,PARDES HANNA-KARKUR ,پَرْديس حَنا – كَرْكور,,8610.0,172760.0,48660,32.47441366434312,34.97426819129829
7900,פתח תקווה ,PETAH TIQWA ,الفريديس,Петах-Тиква,113780.0,65870.0,110280,32.09545938261936,34.885303761433576
8000,צפת ,ZEFAT ,تْسفات,Цфат,12920.0,179260.0,33780,32.97097721237101,35.507549890469754
8200,קרית מוצקין ,QIRYAT MOTZKIN ,كِريات موتْسكين,Кирьят-Моцкин,28280.0,148690.0,64540,32.84183172568735,35.082695707951075
8300,ראשון לציון ,RISHON LEZIYYON ,ريشون لِتْسِيون,Ришон ле-Цион,127810.0,50590.0,125230,31.969029969990427,34.7900493065362
8400,רחובות ,REHOVOT ,رِحوڤوت,Реховот,136140.0,44380.0,130620,31.892613963308413,34.8176258412813
8500,רמלה ,RAMLA ,رملة,Рамла,131130.0,51150.0,123790,31.92682321718098,34.87251167659615
8600,רמת גן ,RAMAT GAN ,رَمات چان  ,Рамат-Ган,116810.0,61090.0,115950,32.065945013946624,34.82682481090491
8700,רעננה ,RA'ANANA ,رَعَنَنا,Раанана,103160.0,74480.0,104540,32.18735254890485,34.86927730331704
8800,שפרעם ,SHEFAR'AM ,شفاعمرو,,30980.0,148740.0,55850,32.805713045840555,35.17199352354444
8900,טמרה ,TAMRA ,طمرة ,,25640.0,154530.0,54340,32.853945599946854,35.19074499785653
9000,באר שבע ,BE'ER SHEVA ,بِئير شيڤع,Беэр-Шева,206000.0,36500.0,189260,31.251100901557862,34.78996176612253
9100,נהריה ,NAHARIYYA ,نهريا,Нагария,9480.0,166750.0,68340,33.012033566176356,35.09870842779721
9200,בית שאן ,BET SHE'AN ,بيت شِآن,Бейт-Шеан,62950.0,137690.0,37150,32.49847749907676,35.498999954347205
9300,זכרון יעקב ,ZIKHRON YA'AQOV ,زيتان,Зихрон-Яаков,59710.0,116590.0,78350,32.568135072441876,34.95922423247221
9400,יהוד-מונוסון ,YEHUD-MONOSON ,يِهود,Йехуд-Моноссон,119360.0,61400.0,114010,32.03197896972895,34.88767327014801
9500,קרית ביאליק ,QIRYAT BIALIK ,كِريات بْياليك,Кирьят Бялик,28370.0,148780.0,63670,32.83637069346908,35.09711263225969
9600,קרית ים ,QIRYAT YAM ,كِريات يام,Кирьят-Ям,27390.0,149300.0,65580,32.848685534461225,35.071861084164624
9700,הוד השרון ,HOD HASHARON ,هود هشَرون,Ход-ха-Шарон,106300.0,72510.0,104890,32.14987951161272,34.88340933940103
9800,בנימינה-גבעת עדה ,BINYAMINA ,بِنيَمينا – چِڤعات عدا,Биньямина-Гиват-Ада,65230.0,111230.0,80620,32.519580532183575,34.947337319286625
3815,תל ציון,TEL TSIYON ,تل تسيون,ТЕЛЬ ЦИЙОН,98000.0,83210.0,93550,inf,inf
